Fecha;Tm (ºC);TMA (ºC);tma (ºC);Hr (%);Hrmax (%);Hrmin (%);RS (MJ/m²);V (m/s);VMA (m/s);HS (horas);P (mm);ETo (mm)
2015-11-07;8,5;11,6;5,4;79,8;96,1;56,1;13,27;3,8;8,6;8,3;0,4;1,6
2015-11-08;5,2;10,5;0,1;78,4;96,1;47,8;11,43;2,9;8,6;8,8;0;1,5
2015-11-09;4,8;10,3;0,5;71,5;88,2;42,6;13,6;4,9;11,9;8,8;0,2;2,1
2015-11-10;8,3;12,5;4,4;80,8;93,9;72,1;3,81;5;11,2;6,4;0;1,3
2015-11-11;7,3;13,2;1,5;77,3;96,4;48;13,07;2,9;7,5;8,7;0;1,7
2015-11-12;6,6;14,8;-0,2;75,2;94,7;44,5;12,96;3,2;8,3;8,7;0;2
2015-11-13;7;15,4;-0,3;76,6;96,2;41,3;11,56;1,6;4,9;8,2;0;1,5
2015-11-14;10;17,9;2,7;72,8;95,2;33,4;12,09;0,9;4,8;8,2;0;1,3
2015-11-15;6,8;14,7;0,4;74,8;96,2;38;12,37;2,2;7,6;8,6;0,2;1,7
2015-11-16;5,3;13,7;-2,4;73,7;96,1;39,6;12,29;0,9;3,2;8,6;0;1,1
2015-11-17;4,4;14,4;-3,1;77;98,3;36,1;11,38;0,7;2,9;8;0,2;1
2015-11-18;6,9;18,2;-2,4;70,4;93,9;35,9;12,04;0,8;3,3;8,4;0;1,2
2015-11-19;8,9;18,8;-0,5;71,7;95,2;41,9;10,9;1,6;7,2;7,9;0;1,6
2015-11-20;8,7;15,4;3;77,9;96,7;49,3;10,89;1,7;5,2;8,1;0;1,3
2015-11-21;9,7;13,1;4,2;81,4;91,7;58;4,51;2,1;6,9;5,6;0,2;1,2
2015-11-22;11,5;15,1;8,6;88,2;96,8;77,6;2,89;2,3;11,8;4,3;3,8;0,9
2015-11-23;8;9,9;6,5;94,2;96,8;89,2;1,14;1,6;8,7;0;12,1;0,5
2015-11-24;6,3;7,9;2,9;93,1;97,5;82,8;3,17;2,7;9,5;4,8;0,6;0,6
2015-11-25;4,4;10;0,9;85,5;95;52,3;8,73;2;9,7;7,3;1,6;1,1
2015-11-26;5;8,8;0,3;86,4;97;61,3;4,99;1,7;4,9;5,5;0,2;0,9
2015-11-27;8;11,2;5,2;93,2;96,4;84;2,72;3,4;6,5;3,9;12,5;0,7
2015-11-28;8,2;10,3;6,4;94,1;96,9;87,7;1,99;2,6;6,4;1,5;10,1;0,6
2015-11-29;8;10,1;6,3;90;96,3;77,2;2,95;1,1;6,1;4;0,6;0,7
2015-11-30;9;12,1;6,4;92,5;97,6;74,3;5,52;2,1;6,5;7,1;2;0,8
2015-12-01;9,1;13,2;6,1;90,6;96,1;73,2;6,18;4,1;9,3;6,3;2,4;1,1
2015-12-02;8;10,7;5,4;91,7;96,7;78;2,86;1,9;5,1;3,7;0;0,7
2015-12-03;8,4;13,2;4,3;92;97,5;76,1;7,19;0,8;3,5;6,2;0,2;0,6
2015-12-04;7,2;12,1;2,1;93,8;98,2;80,8;7,19;2,4;7,1;6,5;0,6;0,7
2015-12-05;9,5;10,4;8,5;96;97;94,6;1,31;3,2;6,1;0;17;0,5
2015-12-06;10,5;12,1;8,9;93;96,7;87,2;2,41;3,1;7,7;2,2;2;0,7
2015-12-07;8,7;13,5;4,2;87,3;96,6;66,7;7,09;0,9;3,9;7,6;0;0,7
2015-12-08;5,2;10;1,5;97,7;98,4;95,7;4,75;1;3,6;6,7;0,4;0,4
2015-12-09;6,5;10,2;1,6;95,2;98,8;88,3;2,95;1,7;5,6;4,4;0,4;0,5
2015-12-10;9,6;13,4;5;91,4;97,6;81,1;5,08;0,9;3,4;5,5;0;0,6
2015-12-11;8,9;14,3;2,8;90,1;98,1;68,7;9,72;1,1;4,3;7,5;0,2;0,7
2015-12-12;6;12,3;0,8;94,3;98,8;76,8;9,3;2,1;5;7,6;0,4;0,7
2015-12-13;5,1;10;1,9;97,3;98,5;89;5,58;2,1;5,4;6,5;0,2;0,5
2015-12-14;4,2;6,7;1,4;98,7;99,1;98,2;3,14;0,7;2,5;4,6;0,4;0,4
2015-12-15;4,9;8,9;1,5;96;99,6;87,4;5,66;1,1;3,2;6,1;0,2;0,5
2015-12-16;6;8,2;2,9;92;97,3;85;3,02;0,9;2,8;3,1;0;0,5
2015-12-17;7,2;9,4;5;91,6;98,2;78,9;2,83;2,6;6,9;3;0,4;0,7
2015-12-18;7,8;9,6;6,5;91,8;96,7;82,4;1,96;5,4;10,6;0,6;26,5;0,8
2015-12-19;6,4;7,9;4,5;88,7;94,8;80,7;1,81;5;9;0,6;1;0,8
2015-12-20;5,8;7,5;3,4;91,1;96,1;81,6;1,78;2,8;7,4;1,3;6,3;0,6
2015-12-21;3,7;8;0,1;87,4;97;75,1;9,2;3,9;8,5;7,6;0,2;0,8
2015-12-22;4,3;10,7;0,9;86,3;96,3;60,8;9,17;2,8;6,3;7,6;0;1
2015-12-23;4,2;11,2;-0,7;90,2;98,3;65,1;9,36;1,4;4,3;7,9;0,2;0,7
2015-12-24;4,6;13,4;-1,1;90,5;98,8;65,5;9,5;1;2,6;7,8;0,2;0,7
2015-12-25;4,3;12,2;-1,5;90,3;99,1;66,5;9,57;0,7;3,2;7,8;0,2;0,5
2015-12-26;3,5;12,2;-2,6;90,9;99,5;64,2;9,43;0,5;2,1;7,6;0,2;0,5
2015-12-27;4,1;13,2;-2,6;90,3;99,4;67,3;9,9;0,7;2,4;7,8;0,2;0,6
2015-12-28;5;14;-2,1;86,2;99;53,9;8,83;1,1;3,8;7,6;0,2;0,8
2015-12-29;4,3;8,4;-1,4;89,6;98,3;75,6;3,24;1,6;6;3,2;0;0,6
2015-12-30;3,9;12,7;-2,6;86,6;98,5;57,6;10,19;1,1;3,6;7,7;0,2;0,8
2015-12-31;0,1;4,8;-3,7;98,4;99,6;97,5;3,66;0,9;3,4;5,7;0,4;0,3
