Fecha;Tm (ºC);TMA (ºC);tma (ºC);Hr (%);Hrmax (%);Hrmin (%);RS (MJ/m²);V (m/s);VMA (m/s);HS (horas);P (mm);ETo (mm)
11/10/2015;16,9;23,1;13,7;73;94,7;44,5;9,55;1,7;7,9;7,8;0,6;2,4
12/10/2015;17,4;23,1;13;70,5;91,8;42,5;11,13;1,8;6,8;8,5;0;2,6
13/10/2015;16,2;22,3;10,3;69,4;92,8;39;12,82;2;6,8;8,9;0,2;2,7
14/10/2015;11,5;19,5;4,8;69;97,3;32,6;16,92;2,7;7,9;9,8;0,2;3,1
15/10/2015;11,5;22,8;1,3;56,2;92,6;24,3;16,97;1,5;7,8;9,7;0;2,8
16/10/2015;14;22,3;5,7;74;96,9;37,4;12,72;1,4;5,9;8,4;0;2,4
17/10/2015;16,1;22,1;10,8;78,7;100;51,2;13,01;2,7;7,9;9,2;0,4;2,6
18/10/2015;16,7;23,2;11,1;73;96,6;42,6;10,77;2;6,3;8,1;0,8;2,5
19/10/2015;16;22,1;11,3;80,3;98,1;44,4;13,88;1,3;4,1;8,6;2,4;2,2
20/10/2015;14,2;19,3;10,4;89,9;99,4;64,2;7,71;1,4;4,8;7,1;1,6;1,5
21/10/2015;11,2;17,6;5,8;74,4;99,2;43,2;14,68;1,7;5,6;8,8;0;2,1
22/10/2015;10,5;19,1;1,3;68;96;37,8;15,42;2,9;8,4;9,4;0,2;2,8
23/10/2015;12,3;20,7;4,6;71,9;92,5;44,2;12,19;1,2;3,9;8,7;0;1,9
24/10/2015;14,2;18;10,8;79,4;96,4;53,4;8,97;2,5;6,6;8,2;0;2
25/10/2015;13,8;16,9;11,7;85,9;94,4;70,6;5,7;1,9;5,1;6,3;0;1,3
26/10/2015;13,6;17,4;10,1;86,8;98,5;69,1;6,67;1,7;5,9;8;0;1,3
27/10/2015;13;19,5;8,7;88,7;99,5;60,4;7,42;2;9;7,3;3,9;1,6
28/10/2015;10,8;16,3;6;81,4;95,9;54,3;9,05;3,9;11,1;8,6;0,2;2,1
29/10/2015;10,9;18,6;3,8;81,5;99,4;52,8;13,33;1,6;6,2;9;0;1,8
30/10/2015;13,4;21,6;5,2;77,9;98,9;48,1;13,8;2,1;7,4;9;0;2,2
31/10/2015;15;19,7;10;75,5;95,6;53,6;13,6;2,8;7,6;8,8;0;2,2
01/11/2015;13,3;17,1;9;80,6;95,3;60;7,74;5,2;12;8,3;1;2,1
02/11/2015;11,7;16,1;7;86,9;99,2;61,5;9,92;2,8;13,1;7,8;27,8;1,6
03/11/2015;11,3;15,9;6,8;89,6;98,1;76,4;6,37;2,2;7,4;8,3;5,3;1,1
04/11/2015;11,6;18,2;5,1;88,7;100;62,7;10,19;0,6;3,7;7,8;0,2;1,1
05/11/2015;12,9;18;9,2;88,3;97,1;72,5;9,74;1,9;6,9;8,4;0,2;1,3
06/11/2015;13,6;20,4;8,4;86,5;98,7;58,9;12,7;1;3,3;8,7;0;1,5
07/11/2015;13,2;21,5;6,9;87;100;55,2;12,4;1,1;4,4;8,4;0,4;1,6
08/11/2015;12;19,2;6,6;87,5;100;55,3;12,97;1,9;6;8,7;0,2;1,7
09/11/2015;10,5;19,4;5;90;100;55;9,55;1,4;4,2;7,7;0,2;1,4
10/11/2015;10;21;2;81,6;100;40;12,85;0,6;2,6;8,6;0,2;1,3
11/11/2015;9,8;21;0,9;78,2;100;34,3;12,73;0,8;3,2;8,6;0,2;1,4
12/11/2015;9,4;20;1,3;77,9;98;33;12,49;1,1;4,7;8,6;0,2;1,6
13/11/2015;8,5;17;1,9;87,7;100;55,2;11,38;0,8;3,5;8,1;0,2;1,1
14/11/2015;8,9;16,3;3,4;89,4;100;57,8;9,91;1,3;5,5;7,9;0,2;1,2
15/11/2015;8,4;15,1;3,6;94,9;100;70,8;6,96;1;3,5;6,4;0,2;0,9
16/11/2015;7,9;18;0,4;84,2;100;48;11,73;2,2;6,6;8,5;0,2;1,8
17/11/2015;8;18;0,9;82,3;100;46,1;11,48;2;5,7;8,3;0;1,7
18/11/2015;7,5;18,9;-1;78;100;32,7;11,19;0,8;2,5;8;0,2;1,3
19/11/2015;10,4;21,3;2,8;75,7;96,1;44,1;11,11;1,6;4,3;8,2;0;1,7
20/11/2015;11,6;21,3;3,1;75,4;97,8;41;10,77;2,5;8,1;8,2;0;2,3
21/11/2015;10,3;16,1;2,7;63,2;90,6;35,6;9,54;6,4;14,7;7,8;0,4;3,1
22/11/2015;4,1;9,6;-0,6;66,2;84,1;43,4;11,37;3,8;8,9;8,1;0;1,7
23/11/2015;2,3;8,7;-2,7;68,3;96,8;35,6;10,39;1,8;6,8;8;0;1,2
24/11/2015;4,1;11,1;-1,6;68,1;86,1;42,5;10,59;3,7;9,1;7,9;0;1,8
25/11/2015;8,7;14,4;1,7;67,2;85,6;49,1;9,68;5,6;12,7;6,4;0;2,3
26/11/2015;9,7;15,6;5,2;55;74,9;30,7;11,7;5,6;12,1;7,5;0;3,3
27/11/2015;8,6;15,2;4,6;72,4;90,2;45,9;10,15;3,2;9,1;7,9;0;1,9
28/11/2015;6,9;15,8;0,1;75,5;94,6;46,7;10,54;2,4;6,4;8;0;1,6
29/11/2015;3,7;14,9;-5;71,6;97,3;30,3;10,74;0,6;2,7;8;0;0,9
30/11/2015;4,6;17,6;-5,1;67,5;93,6;24,4;10,66;1,2;4,1;8;0;1,5
01/12/2015;4,3;16,8;-4,7;67,7;92,6;31,1;10,49;0,7;2,8;7,8;0;1
02/12/2015;5,5;16,3;-3;68,3;89,5;33,2;9,37;1,6;5,4;7,4;0;1,6
03/12/2015;6,2;17,2;-2,6;70,6;96,4;33,7;9,99;0,8;2,7;7,8;0;1
04/12/2015;6,8;18,8;-2;70,7;93,8;36,5;9,81;0,7;3,6;7,8;0;1
05/12/2015;7;18,9;-1,1;74,2;95,4;36,5;9,26;0,8;2,7;7,4;0;1,1
06/12/2015;7,4;14,4;2,6;91,2;100;60,2;6,57;2,3;6,2;6,1;0,2;1,2
07/12/2015;10;14,3;7;82;96,5;63;7,52;2,4;6,9;6,9;0;1,1
08/12/2015;7,6;16;1,7;82,4;100;45,9;7,12;1,1;3,1;6,4;0;1
09/12/2015;6,4;13,9;-0,1;86,2;97,6;64,6;7,04;1,6;6,2;6,9;0;0,9
10/12/2015;8,4;14,1;3,4;91,9;99,6;67,4;6,04;1,9;5,5;6,3;0,4;0,9
11/12/2015;8,6;12,5;4,3;89,9;100;70,3;5,07;2,4;5,1;6,5;0,2;0,9
12/12/2015;6;12,6;0,1;89,5;100;61,1;5,83;1,6;5,5;6,9;0;0,9
13/12/2015;5,6;12,9;-0,5;88,4;100;67,1;6;1,1;5,1;6,1;0;0,7
14/12/2015;7,2;16,1;1;80;99,1;42,4;6,46;1;6,4;5,8;0,2;1
15/12/2015;8,6;18,7;2,1;67;92;31,2;8,65;1,2;5,6;7,3;0;1,4
16/12/2015;7,6;18,4;-0,4;68,7;91,3;35,7;8,85;1;3,7;7,4;0;1,2
17/12/2015;7,3;17,5;-0,9;70,9;92,2;37,2;7,52;1;3,3;7,2;0;1,1
18/12/2015;6,6;18;-0,7;67,4;89,2;30,4;8;1,1;4,2;7,1;0;1,3
19/12/2015;7,1;18,8;-1,2;67,9;90;31,4;9,44;0,6;2,7;7,6;0;0,8
20/12/2015;7;18,8;-1,8;67,8;93,5;30;8,97;1;6,3;7,6;0;1,2
21/12/2015;6,6;16,1;-0,7;77,3;96,1;48,7;9,16;0,7;2,9;7,6;0;0,8
22/12/2015;6,4;17,4;-0,7;81;100;36,9;9,08;1,4;5,5;7,4;0;1,3
23/12/2015;6,6;15;0,4;90,1;100;55;7,82;1,7;6,1;6,7;0,4;1,1
24/12/2015;6,5;13;0,9;89,1;99,5;62,1;7,1;1,3;5,4;6,1;0;0,8
25/12/2015;3,7;12,3;-1,3;95,1;100;73;6,61;1,2;3;6,4;0,2;0,6
26/12/2015;7,6;13,7;3;86,8;100;61;8,26;3;6,8;6,9;0;1,2
27/12/2015;7,4;13,1;1,7;86,9;100;66,3;7,1;3,6;8,8;7,3;0,2;1,1
28/12/2015;8,8;14,1;3,9;83,2;97,4;59,4;7,71;2,6;7,1;6,5;0;1,2
29/12/2015;8,4;13,3;1,9;88;97,9;71,1;6,77;2,1;7,9;5,6;0,6;0,9
30/12/2015;3,4;9,3;-1,6;94,4;100;78,8;8,15;2,2;8,3;6,9;0,2;0,6
31/12/2015;10,2;15,2;6;85,3;94,2;69,7;4,82;2,2;8,3;5,1;0;1
